Date,Open,High,Low,Close,Adj Close,Volume
2010-12-20,2.109333,2.146000,2.084000,2.113333,2.113333,7851000
2010-12-21,2.120000,2.179333,2.114000,2.150667,2.150667,11665500
2010-12-22,2.150000,2.190667,2.113333,2.175333,2.175333,12499500
2010-12-23,2.084000,2.165333,1.994667,2.006000,2.006000,23289000
2010-12-27,1.868000,1.905333,1.670667,1.703333,1.703333,139528500
2010-12-28,1.723333,1.783333,1.666667,1.760667,1.760667,60844500
2010-12-29,1.802000,1.867333,1.766667,1.848667,1.848667,49788000
2010-12-30,1.846667,1.860000,1.758667,1.766667,1.766667,30616500
2010-12-31,1.771333,1.816667,1.766667,1.775333,1.775333,21268500
2011-01-03,1.789333,1.800000,1.726667,1.774667,1.774667,19245000
2011-01-04,1.777333,1.796667,1.734667,1.778000,1.778000,17811000
2011-01-05,1.765333,1.793333,1.746000,1.788667,1.788667,21700500
2011-01-06,1.788667,1.866667,1.787333,1.858667,1.858667,30918000
2011-01-07,1.866667,1.905333,1.860000,1.882667,1.882667,33718500
2011-01-10,1.878000,1.912000,1.870000,1.896667,1.896667,20140500
2011-01-11,1.906000,1.914000,1.794667,1.797333,1.797333,25653000
2011-01-12,1.800667,1.826667,1.768000,1.797333,1.797333,14466000
2011-01-13,1.797333,1.798000,1.744000,1.748000,1.748000,10854000
2011-01-14,1.743333,1.772000,1.707333,1.716667,1.716667,17880000
2011-01-18,1.698667,1.709333,1.650000,1.709333,1.709333,24325500
2011-01-19,1.684667,1.698000,1.583333,1.602000,1.602000,35572500
2011-01-20,1.602000,1.630000,1.491333,1.508000,1.508000,34198500
2011-01-21,1.541333,1.572667,1.514000,1.536000,1.536000,18255000
2011-01-24,1.568667,1.654000,1.548667,1.632667,1.632667,24676500
2011-01-25,1.643333,1.659333,1.601333,1.645333,1.645333,19072500
2011-01-26,1.647333,1.658667,1.606667,1.650000,1.650000,16198500
2011-01-27,1.649333,1.672000,1.635333,1.661333,1.661333,13435500
2011-01-28,1.658667,1.658667,1.583333,1.600667,1.600667,15726000
2011-01-31,1.603333,1.608000,1.566667,1.606667,1.606667,12454500
2011-02-01,1.620667,1.648667,1.569333,1.594000,1.594000,10617000
2011-02-02,1.610667,1.612000,1.578000,1.596000,1.596000,8542500
2011-02-03,1.588000,1.593333,1.543333,1.575333,1.575333,7680000
2011-02-04,1.562667,1.578000,1.548000,1.564000,1.564000,8160000
2011-02-07,1.550667,1.550667,1.525333,1.538000,1.538000,13426500
2011-02-08,1.585333,1.683333,1.533333,1.632667,1.632667,52573500
2011-02-09,1.608667,1.612000,1.519333,1.547333,1.547333,39534000
2011-02-10,1.550667,1.576000,1.520667,1.548000,1.548000,12541500
2011-02-11,1.550000,1.583333,1.529333,1.550000,1.550000,9517500
2011-02-14,1.576000,1.609333,1.536667,1.538667,1.538667,19246500
2011-02-15,1.534000,1.544667,1.504000,1.522667,1.522667,14305500
2011-02-16,1.540000,1.664667,1.538000,1.648667,1.648667,61726500
2011-02-17,1.642000,1.699333,1.570000,1.573333,1.573333,39276000
2011-02-18,1.555333,1.566000,1.530667,1.545333,1.545333,35560500
2011-02-22,1.525333,1.533333,1.452000,1.458000,1.458000,30969000
2011-02-23,1.478667,1.500000,1.407333,1.455333,1.455333,24084000
2011-02-24,1.452000,1.505333,1.433333,1.502000,1.502000,15829500
2011-02-25,1.520667,1.590000,1.512667,1.574000,1.574000,20194500
2011-02-28,1.582667,1.606667,1.566667,1.592667,1.592667,15768000
2011-03-01,1.603333,1.621333,1.580000,1.596000,1.596000,16596000
2011-03-02,1.588000,1.618667,1.582000,1.601333,1.601333,9949500
2011-03-03,1.632000,1.652667,1.604000,1.624000,1.624000,9603000
2011-03-04,1.632000,1.666000,1.585333,1.663333,1.663333,23701500
2011-03-07,1.662000,1.693333,1.646667,1.662667,1.662667,30504000
2011-03-08,1.640000,1.664000,1.600000,1.644000,1.644000,20998500
2011-03-09,1.644000,1.666000,1.618000,1.648000,1.648000,13872000
2011-03-10,1.629333,1.632667,1.582000,1.600667,1.600667,15255000
2011-03-11,1.590000,1.616667,1.568667,1.604667,1.604667,13962000
2011-03-14,1.588000,1.600000,1.546667,1.550000,1.550000,17490000
2011-03-15,1.480000,1.530667,1.453333,1.530000,1.530000,19782000
2011-03-16,1.524000,1.550000,1.512667,1.521333,1.521333,17545500
2011-03-17,1.549333,1.562000,1.509333,1.520667,1.520667,13839000
2011-03-18,1.546000,1.546000,1.500667,1.530667,1.530667,10318500
2011-03-21,1.536667,1.536667,1.502667,1.515333,1.515333,6175500
2011-03-22,1.515333,1.524000,1.466667,1.479333,1.479333,8743500
2011-03-23,1.474000,1.484667,1.451333,1.480667,1.480667,6342000
2011-03-24,1.476000,1.492000,1.465333,1.488667,1.488667,6933000
2011-03-25,1.495333,1.533333,1.493333,1.516667,1.516667,8520000
2011-03-28,1.513333,1.569333,1.503333,1.550000,1.550000,15871500
2011-03-29,1.553333,1.600000,1.547333,1.594667,1.594667,11331000
2011-03-30,1.607333,1.632667,1.534000,1.580667,1.580667,18349500
2011-03-31,1.770000,1.914000,1.766667,1.850000,1.850000,172767000
2011-04-01,1.830000,1.878667,1.771333,1.777333,1.777333,42972000
2011-04-04,1.788667,1.800000,1.682000,1.722000,1.722000,39139500
2011-04-05,1.726667,1.800000,1.712667,1.780000,1.780000,47713500
2011-04-06,1.799333,1.800667,1.720000,1.766000,1.766000,19324500
2011-04-07,1.790000,1.862667,1.763333,1.816000,1.816000,42154500
2011-04-08,1.838667,1.840000,1.757333,1.766000,1.766000,29196000
2011-04-11,1.764667,1.768667,1.668000,1.684667,1.684667,20541000
2011-04-12,1.672000,1.680667,1.620000,1.643333,1.643333,20361000
2011-04-13,1.675333,1.712667,1.654000,1.662000,1.662000,18172500
2011-04-14,1.658000,1.685333,1.613333,1.676000,1.676000,14751000
2011-04-15,1.710000,1.745333,1.694000,1.705333,1.705333,14152500
2011-04-18,1.675333,1.708000,1.624000,1.668667,1.668667,15508500
2011-04-19,1.684000,1.684000,1.643333,1.677333,1.677333,8230500
2011-04-20,1.713333,1.739333,1.686667,1.716667,1.716667,12558000
2011-04-21,1.723333,1.798667,1.706000,1.782667,1.782667,20791500
2011-04-25,1.780000,1.782000,1.731333,1.759333,1.759333,12013500
2011-04-26,1.777333,1.816667,1.754000,1.795333,1.795333,21000000
2011-04-27,1.795333,1.824000,1.775333,1.805333,1.805333,14953500
2011-04-28,1.804667,1.846000,1.781333,1.844000,1.844000,24000000
2011-04-29,1.846000,1.858000,1.828000,1.840000,1.840000,10890000
2011-05-02,1.840000,1.853333,1.804000,1.830000,1.830000,11769000
2011-05-03,1.825333,1.826000,1.766667,1.791333,1.791333,13708500
2011-05-04,1.785333,1.800000,1.716667,1.779333,1.779333,15667500
2011-05-05,1.813333,1.829333,1.744667,1.762667,1.762667,18277500
2011-05-06,1.793333,1.846667,1.774667,1.808000,1.808000,14725500
2011-05-09,1.800000,1.866667,1.790000,1.860667,1.860667,13746000
2011-05-10,1.882667,1.930000,1.860667,1.888667,1.888667,23029500
2011-05-11,1.880000,1.886667,1.794667,1.804667,1.804667,14437500
2011-05-12,1.804667,1.849333,1.776667,1.844667,1.844667,9420000
2011-05-13,1.866667,1.879333,1.820000,1.836667,1.836667,9922500
2011-05-16,1.866000,1.866000,1.770000,1.773333,1.773333,11335500
2011-05-17,1.800000,1.800000,1.714667,1.730667,1.730667,18513000
2011-05-18,1.740000,1.764667,1.701333,1.756667,1.756667,10942500
2011-05-19,1.802000,1.896000,1.773333,1.880000,1.880000,39826500
2011-05-20,1.884000,1.885333,1.823333,1.864667,1.864667,12637500
2011-05-23,1.841333,1.841333,1.774667,1.788000,1.788000,12954000
2011-05-24,1.801333,1.833333,1.773333,1.781333,1.781333,9205500
2011-05-25,1.793333,1.934000,1.744667,1.932000,1.932000,70396500
2011-05-26,1.921333,1.984000,1.873333,1.965333,1.965333,50053500
2011-05-27,1.969333,1.978000,1.921333,1.970000,1.970000,25306500
2011-05-31,1.979333,2.018667,1.970000,2.009333,2.009333,49357500
2011-06-01,2.000000,2.006667,1.892000,1.901333,1.901333,22948500
2011-06-02,1.901333,1.954667,1.900667,1.917333,1.917333,14794500
2011-06-03,1.996667,2.100000,1.966667,2.008667,2.008667,93138000
2011-06-06,2.006667,2.008667,1.884000,1.913333,1.913333,34966500
2011-06-07,1.929333,1.959333,1.884000,1.891333,1.891333,18331500
2011-06-08,1.896000,1.906667,1.801333,1.808000,1.808000,25438500
2011-06-09,1.828667,1.873333,1.806667,1.841333,1.841333,24048000
2011-06-10,1.834667,1.886667,1.823333,1.857333,1.857333,23499000
2011-06-13,1.871333,1.925333,1.858667,1.895333,1.895333,25701000
2011-06-14,1.902667,1.980000,1.901333,1.906667,1.906667,23601000
2011-06-15,1.896000,1.896667,1.804667,1.821333,1.821333,20175000
2011-06-16,1.844667,1.866667,1.716000,1.766667,1.766667,27633000
2011-06-17,1.791333,1.846667,1.742667,1.766667,1.766667,25710000
2011-06-20,1.752667,1.764000,1.700000,1.734000,1.734000,23067000
2011-06-21,1.749333,1.848667,1.733333,1.835333,1.835333,22440000
2011-06-22,1.824667,1.883333,1.806667,1.814000,1.814000,22134000
2011-06-23,1.813333,1.848000,1.747333,1.847333,1.847333,17550000
2011-06-24,1.842667,1.864667,1.817333,1.838000,1.838000,54127500
2011-06-27,1.848667,1.885333,1.820667,1.830667,1.830667,27141000
2011-06-28,1.852667,1.883333,1.844667,1.874000,1.874000,13338000
2011-06-29,1.900000,1.939333,1.871333,1.886000,1.886000,21927000
2011-06-30,1.900000,1.955333,1.893333,1.942000,1.942000,14200500
2011-07-01,1.938000,1.973333,1.920000,1.934667,1.934667,12823500
2011-07-05,1.934667,1.968000,1.914000,1.942667,1.942667,14940000
2011-07-06,1.942667,1.942667,1.903333,1.930667,1.930667,13903500
2011-07-07,1.942667,2.000000,1.934000,1.982000,1.982000,19918500
2011-07-08,1.992667,1.992667,1.906000,1.920667,1.920667,18609000
2011-07-11,1.893333,1.902000,1.866667,1.890000,1.890000,14637000
2011-07-12,1.891333,1.939333,1.866667,1.878000,1.878000,15681000
2011-07-13,1.895333,1.935333,1.860000,1.909333,1.909333,15990000
2011-07-14,1.902000,1.930667,1.816667,1.840667,1.840667,17385000
2011-07-15,1.852667,1.855333,1.826667,1.838667,1.838667,10635000
2011-07-18,1.822667,1.830000,1.775333,1.815333,1.815333,12778500
2011-07-19,1.838667,1.874000,1.836000,1.859333,1.859333,15391500
2011-07-20,1.866667,2.029333,1.853333,1.912667,1.912667,45724500
2011-07-21,1.927333,1.944000,1.873333,1.913333,1.913333,15172500
2011-07-22,1.913333,1.969333,1.903333,1.952667,1.952667,8752500
2011-07-25,1.934000,1.950000,1.896000,1.899333,1.899333,10099500
2011-07-26,1.887333,1.918000,1.864667,1.866667,1.866667,11409000
2011-07-27,1.900000,1.900000,1.834000,1.842667,1.842667,14377500
2011-07-28,1.840000,1.903333,1.836000,1.878000,1.878000,14080500
2011-07-29,1.853333,1.893333,1.833333,1.878000,1.878000,14223000
2011-08-01,1.911333,1.932000,1.880667,1.918000,1.918000,17473500
2011-08-02,1.912667,1.946667,1.818000,1.822667,1.822667,23241000
2011-08-03,1.833333,1.855333,1.756000,1.813333,1.813333,26917500
2011-08-04,1.767333,1.792667,1.644667,1.650000,1.650000,45967500
2011-08-05,1.666000,1.692000,1.522000,1.616000,1.616000,29466000
2011-08-08,1.540000,1.629333,1.540000,1.576000,1.576000,39127500
2011-08-09,1.610000,1.696667,1.580000,1.670667,1.670667,20001000
2011-08-10,1.696000,1.696000,1.575333,1.588000,1.588000,23463000
2011-08-11,1.602667,1.716667,1.600000,1.686667,1.686667,12547500
2011-08-12,1.706667,1.809333,1.690667,1.754000,1.754000,15136500
2011-08-15,1.774667,1.783333,1.728667,1.748667,1.748667,11079000
2011-08-16,1.742000,1.769333,1.722000,1.740000,1.740000,8065500
2011-08-17,1.759333,1.776667,1.700667,1.722000,1.722000,9655500
2011-08-18,1.666667,1.676667,1.564667,1.617333,1.617333,15849000
2011-08-19,1.590667,1.614667,1.466667,1.486667,1.486667,20629500
2011-08-22,1.540667,1.586667,1.445333,1.463333,1.463333,14791500
2011-08-23,1.462000,1.540667,1.433333,1.530667,1.530667,13035000
2011-08-24,1.540000,1.595333,1.522000,1.591333,1.591333,10264500
2011-08-25,1.591333,1.591333,1.526667,1.540667,1.540667,10197000
2011-08-26,1.514000,1.596667,1.471333,1.582000,1.582000,11427000
2011-08-29,1.614667,1.656667,1.601333,1.647333,1.647333,12051000
2011-08-30,1.633333,1.651333,1.606000,1.642000,1.642000,5493000
2011-08-31,1.653333,1.700000,1.618667,1.649333,1.649333,12357000
2011-09-01,1.644000,1.658000,1.589333,1.600000,1.600000,12721500
2011-09-02,1.577333,1.599333,1.512000,1.538000,1.538000,11548500
2011-09-06,1.500000,1.546667,1.486000,1.529333,1.529333,12147000
2011-09-07,1.559333,1.600000,1.552000,1.589333,1.589333,6888000
2011-09-08,1.572000,1.602000,1.552000,1.574000,1.574000,7585500
2011-09-09,1.558000,1.571333,1.503333,1.531333,1.531333,10039500
2011-09-12,1.500000,1.554000,1.496667,1.525333,1.525333,8499000
2011-09-13,1.534000,1.606667,1.516667,1.605333,1.605333,10897500
2011-09-14,1.616667,1.656000,1.586000,1.622667,1.622667,12462000
2011-09-15,1.638667,1.662000,1.622000,1.654667,1.654667,8439000
2011-09-16,1.652000,1.722667,1.632667,1.720000,1.720000,21256500
2011-09-19,1.663333,1.720667,1.588000,1.718000,1.718000,17361000
2011-09-20,1.732000,1.773333,1.711333,1.734000,1.734000,17706000
2011-09-21,1.730000,1.796667,1.713333,1.723333,1.723333,14814000
2011-09-22,1.709333,1.740667,1.658667,1.708667,1.708667,11637000
2011-09-23,1.699333,1.774667,1.690000,1.758667,1.758667,17346000
2011-09-26,1.768000,1.768000,1.660000,1.701333,1.701333,14022000
2011-09-27,1.733333,1.799333,1.704667,1.746000,1.746000,10117500
2011-09-28,1.733333,1.766667,1.634000,1.639333,1.639333,10849500
2011-09-29,1.714667,1.721333,1.570000,1.608000,1.608000,13944000
2011-09-30,1.653333,1.659333,1.566000,1.626000,1.626000,20041500
2011-10-03,1.663333,1.666667,1.550000,1.582000,1.582000,15348000
2011-10-04,1.552667,1.621333,1.528667,1.577333,1.577333,18004500
2011-10-05,1.602000,1.722667,1.556667,1.691333,1.691333,18442500
2011-10-06,1.691333,1.840000,1.668000,1.797333,1.797333,26536500
2011-10-07,1.798667,1.840000,1.736667,1.799333,1.799333,19674000
2011-10-10,1.820667,1.878667,1.800000,1.858667,1.858667,13852500
2011-10-11,1.834000,1.851333,1.806000,1.840667,1.840667,8635500
2011-10-12,1.816667,1.866667,1.813333,1.853333,1.853333,16851000
2011-10-13,1.842000,1.898000,1.829333,1.862667,1.862667,15652500
2011-10-14,1.866667,1.903333,1.817333,1.870000,1.870000,21007500
2011-10-17,1.857333,1.866667,1.817333,1.828000,1.828000,11317500
2011-10-18,1.820000,1.895333,1.780667,1.889333,1.889333,14995500
2011-10-19,1.868000,1.870667,1.820000,1.838000,1.838000,11893500
2011-10-20,1.829333,1.831333,1.800000,1.822667,1.822667,14995500
2011-10-21,1.826667,1.886667,1.800667,1.868667,1.868667,17139000
2011-10-24,1.858000,1.926000,1.850000,1.903333,1.903333,14109000
2011-10-25,1.882000,1.924000,1.853333,1.883333,1.883333,9816000
2011-10-26,1.879333,1.891333,1.826667,1.865333,1.865333,7657500
2011-10-27,1.889333,1.930000,1.874000,1.917333,1.917333,13041000
2011-10-28,1.900000,2.000000,1.867333,1.991333,1.991333,18960000
2011-10-31,1.966667,1.967333,1.916667,1.958000,1.958000,17010000
2011-11-01,1.892667,1.928000,1.866667,1.925333,1.925333,9528000
2011-11-02,1.933333,1.950667,1.883333,1.914000,1.914000,13129500
2011-11-03,2.000000,2.166000,1.968667,2.164000,2.164000,37645500
2011-11-04,2.097333,2.160000,2.034000,2.154000,2.154000,45493500
2011-11-07,2.109333,2.133333,2.050000,2.084667,2.084667,18994500
2011-11-08,2.091333,2.133333,2.048000,2.122667,2.122667,17518500
2011-11-09,2.058000,2.099333,2.020000,2.058667,2.058667,14305500
2011-11-10,2.062667,2.100000,2.043333,2.088667,2.088667,11209500
2011-11-11,2.126667,2.300000,2.038000,2.242667,2.242667,58024500
2011-11-14,2.200000,2.236000,2.174667,2.214667,2.214667,19885500
2011-11-15,2.194667,2.293333,2.182000,2.262000,2.262000,13365000
2011-11-16,2.232000,2.333333,2.226667,2.329333,2.329333,27498000
2011-11-17,2.300000,2.326667,2.212667,2.245333,2.245333,20239500
2011-11-18,2.242667,2.274000,2.169333,2.173333,2.173333,13542000
2011-11-21,2.162667,2.162667,2.070000,2.117333,2.117333,15474000
2011-11-22,2.117333,2.186000,2.070000,2.138000,2.138000,10989000
2011-11-23,2.117333,2.136667,2.083333,2.096667,2.096667,6777000
2011-11-25,2.103333,2.160667,2.072000,2.110667,2.110667,3594000
2011-11-28,2.133333,2.218667,2.120667,2.170667,2.170667,10218000
2011-11-29,2.166000,2.204667,2.108667,2.116667,2.116667,8866500
2011-11-30,2.166667,2.195333,2.148000,2.182667,2.182667,11404500
2011-12-01,2.171333,2.266000,2.132000,2.173333,2.173333,15453000
2011-12-02,2.188667,2.246000,2.160000,2.220000,2.220000,12042000
2011-12-05,2.235333,2.333333,2.228667,2.294667,2.294667,17401500
2011-12-06,2.280000,2.332000,2.268667,2.324667,2.324667,14277000
2011-12-07,2.308667,2.326000,2.253333,2.279333,2.279333,10114500
2011-12-08,2.056000,2.110000,1.974000,2.059333,2.059333,49587000
2011-12-09,2.036000,2.074667,2.018667,2.069333,2.069333,18592500
2011-12-12,2.029333,2.041333,2.001333,2.027333,2.027333,11380500
2011-12-13,2.038000,2.062000,1.927333,1.963333,1.963333,14911500
2011-12-14,1.966667,1.978667,1.866667,1.902000,1.902000,17458500
2011-12-15,1.911333,1.944667,1.874667,1.908000,1.908000,10504500
2011-12-16,1.919333,1.928667,1.865333,1.866667,1.866667,15445500
2011-12-19,1.872667,1.900000,1.824667,1.850000,1.850000,14805000
2011-12-20,1.870000,1.896667,1.848000,1.860000,1.860000,12649500
2011-12-21,1.860667,1.871333,1.735333,1.838000,1.838000,25582500
2011-12-22,1.840000,1.870000,1.820000,1.851333,1.851333,15141000
2011-12-23,1.866667,1.866667,1.834667,1.860000,1.860000,8871000
2011-12-27,1.844000,1.918000,1.842667,1.904667,1.904667,11662500
2011-12-28,1.932667,1.949333,1.869333,1.900667,1.900667,8628000
2011-12-29,1.906000,1.956000,1.903333,1.915333,1.915333,7323000
2011-12-30,1.899333,1.932000,1.883333,1.904000,1.904000,5097000
2012-01-03,1.929333,1.966667,1.843333,1.872000,1.872000,13921500
2012-01-04,1.880667,1.911333,1.833333,1.847333,1.847333,9451500
2012-01-05,1.850667,1.862000,1.790000,1.808000,1.808000,15082500
2012-01-06,1.813333,1.852667,1.760667,1.794000,1.794000,14794500
2012-01-09,1.800000,1.832667,1.741333,1.816667,1.816667,13455000
