Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-07-18 00:00:00-04:00,8.589955902099609,8.749029159545898,8.589955902099609,8.749029159545898,6900,0.0,0.0
2018-07-19 00:00:00-04:00,9.226248741149902,9.226248741149902,9.226248741149902,9.226248741149902,400,0.0,0.0
2018-07-20 00:00:00-04:00,9.226247549057007,10.180686950683594,9.226247549057007,10.180686950683594,2900,0.0,0.0
2018-07-23 00:00:00-04:00,10.180686950683594,10.180686950683594,10.180686950683594,10.180686950683594,200,0.0,0.0
2018-07-24 00:00:00-04:00,9.226248741149902,9.226248741149902,9.226248741149902,9.226248741149902,400,0.0,0.0
2018-07-25 00:00:00-04:00,10.816981282727472,10.816981282727472,9.226248741149902,9.226248741149902,3400,0.0,0.0
2018-07-26 00:00:00-04:00,8.43088150024414,8.97173074487309,8.208178727322517,8.43088150024414,5064700,0.0,0.0
2018-07-27 00:00:00-04:00,8.309986075263245,8.901738097673045,7.96002483640036,8.45633316040039,1036900,0.0,0.0
2018-07-30 00:00:00-04:00,8.418156303292685,8.806295431087046,8.418156303292685,8.780843734741211,845100,0.0,0.0
2018-07-31 00:00:00-04:00,8.82538425030216,8.876287644139666,8.685399613840854,8.749029159545898,737200,0.0,0.0
2018-08-01 00:00:00-04:00,8.761752853912425,8.825381774954476,8.589953492784973,8.659945487976074,362200,0.0,0.0
2018-08-02 00:00:00-04:00,8.621771250859982,8.67267464809768,8.462697982788086,8.462697982788086,583900,0.0,0.0
2018-08-03 00:00:00-04:00,8.500874198249209,8.679036673830353,8.341800949433656,8.51360034942627,594600,0.0,0.0
2018-08-06 00:00:00-04:00,8.519964068919156,8.710851496471287,8.430882824396186,8.621770858764648,246800,0.0,0.0
2018-08-07 00:00:00-04:00,8.742664828217116,8.749027903237184,8.208178662856028,8.48178482055664,548700,0.0,0.0
2018-08-08 00:00:00-04:00,8.742665229281382,8.749028304593352,8.182727344969456,8.418155670166016,473200,0.0,0.0
2018-08-09 00:00:00-04:00,8.42451936195366,8.61540738756744,8.33543872833252,8.33543872833252,263600,0.0,0.0
2018-08-10 00:00:00-04:00,8.278171858004036,8.589955274171388,7.4509908583872395,8.519963264465332,375100,0.0,0.0
2018-08-13 00:00:00-04:00,8.449970486266325,8.723576658019459,8.201816615900707,8.271808624267578,545400,0.0,0.0
2018-08-14 00:00:00-04:00,8.32907717233076,8.443610129960694,8.15727773588586,8.265447616577148,276400,0.0,0.0
2018-08-15 00:00:00-04:00,7.705508315470714,8.335438871497136,7.705508315470714,8.10000991821289,439000,0.0,0.0
2018-08-16 00:00:00-04:00,8.093647288546999,8.462697187235207,7.9727512763602695,8.106372833251953,589600,0.0,0.0
2018-08-17 00:00:00-04:00,8.030018295067993,8.335439277536839,8.030018295067993,8.170002937316895,253800,0.0,0.0
2018-08-20 00:00:00-04:00,8.341800632634449,8.360889858675085,8.14455015141133,8.271808624267578,710300,0.0,0.0
2018-08-21 00:00:00-04:00,8.367253977336242,8.577230650663228,8.21454377979232,8.449972152709961,1096100,0.0,0.0
2018-08-22 00:00:00-04:00,8.583592254385115,8.755391652254831,8.367252541578637,8.58995532989502,1174800,0.0,0.0
2018-08-23 00:00:00-04:00,8.74266583159377,8.927190780639648,8.494511945493352,8.927190780639648,1272500,0.0,0.0
2018-08-24 00:00:00-04:00,9.067175005096852,10.346124046188525,9.060811929632807,9.837089538574219,1283500,0.0,0.0
2018-08-27 00:00:00-04:00,9.824364241522044,10.155236912614546,9.722557452513993,10.008889198303223,595900,0.0,0.0
2018-08-28 00:00:00-04:00,10.021614813979829,10.212502229745455,9.983436966736926,10.174324989318848,570600,0.0,0.0
2018-08-29 00:00:00-04:00,10.14250910761939,10.25067956183193,9.983435874014958,10.180686950683594,447500,0.0,0.0
2018-08-30 00:00:00-04:00,10.187049202101718,10.467018410428771,10.072516288984636,10.358848571777344,401300,0.0,0.0
